EVENT_DATE_YEAR,NO_OF_RUNS,SPECIES_NAME,LATIN_NAME,ALL_RUNS,EVENT_DATE,Average_count
2012,1,Bullhead,Cottus gobio,1,22/06/2012,1
2012,1,3-spined stickleback,Gasterosteus aculeatus,4,22/06/2012,4
2012,1,Stone loach,Barbatula barbatula,3,22/06/2012,3
2013,2,Bullhead,Cottus gobio,8,17/04/2013,4
2013,2,Gudgeon,Gobio gobio,14,17/04/2013,7
2013,2,Minnow,Phoxinus phoxinus,25,17/04/2013,13
2013,2,Roach,Rutilus rutilus,1,17/04/2013,1
2013,2,Stone loach,Barbatula barbatula,21,17/04/2013,11
2013,2,10-spined stickleback,Pungitius pungitius,2,17/04/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,2,17/04/2013,1
2013,2,Brook lamprey,Lampetra planeri,1,17/04/2013,1
2014,2,Perch,Perca fluviatilis,6,20/06/2014,3
2014,2,Pike,Esox lucius,4,20/06/2014,2
2014,2,Roach,Rutilus rutilus,81,20/06/2014,41
2014,2,Rudd,Scardinius erythrophthalmus,11,20/06/2014,6
2014,2,Ruffe,Gymnocephalus cernuus,1,20/06/2014,1
2014,2,Tench,Tinca tinca,2,20/06/2014,1
2014,2,European eels > elvers,Anguilla anguilla,5,20/06/2014,3
2014,2,3-spined stickleback,Gasterosteus aculeatus,1,20/06/2014,1
2014,2,Bitterling,Rhodeus sericeus,20,20/06/2014,10
2014,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,2,23/06/2014,2
2014,1,Bitterling,Rhodeus sericeus,1,23/06/2014,1
2014,1,Tench,Tinca tinca,1,23/06/2014,1
2014,1,Roach,Rutilus rutilus,435,23/06/2014,435
2014,1,Perch,Perca fluviatilis,45,23/06/2014,45
2014,1,European eels > elvers,Anguilla anguilla,6,23/06/2014,6
2014,1,Spined loach,Cobitis taenia,2,23/06/2014,2
2014,1,Rudd,Scardinius erythrophthalmus,7,23/06/2014,7
2014,1,Silver bream,Abramis bjoerkna,7,23/06/2014,7
2014,1,Common bream,Abramis brama,2,23/06/2014,2
2014,1,Pike,Esox lucius,7,23/06/2014,7
2013,2,Pike,Esox lucius,4,12/04/2013,2
2013,2,Bullhead,Cottus gobio,5,12/04/2013,3
2013,2,Minnow,Phoxinus phoxinus,8,12/04/2013,4
2013,2,Gudgeon,Gobio gobio,3,12/04/2013,2
2013,2,Roach,Rutilus rutilus,3,12/04/2013,2
2013,2,Brown / sea trout,Salmo trutta,7,12/04/2013,4
2013,2,3-spined stickleback,Gasterosteus aculeatus,3,12/04/2013,2
2013,2,Stone loach,Barbatula barbatula,15,12/04/2013,8
2016,2,Dace,Leuciscus leuciscus,2,02/09/2016,1
2016,2,Pike,Esox lucius,7,02/09/2016,4
2016,2,Brown / sea trout,Salmo trutta,1,02/09/2016,1
2016,2,Stone loach,Barbatula barbatula,1,02/09/2016,1
2016,2,3-spined stickleback,Gasterosteus aculeatus,1,02/09/2016,1
2016,2,Gudgeon,Gobio gobio,4,02/09/2016,2
2016,2,Roach,Rutilus rutilus,5,02/09/2016,3
2016,2,Minnow,Phoxinus phoxinus,10,02/09/2016,5
2012,1,Dace,Leuciscus leuciscus,17,22/05/2012,17
2012,1,Bullhead,Cottus gobio,5,22/05/2012,5
2012,1,Minnow,Phoxinus phoxinus,4,22/05/2012,4
2012,1,Roach,Rutilus rutilus,1,22/05/2012,1
2012,1,Stone loach,Barbatula barbatula,2,22/05/2012,2
2016,2,Bullhead,Cottus gobio,7,29/07/2016,4
2016,2,Dace,Leuciscus leuciscus,4,29/07/2016,2
2016,2,Minnow,Phoxinus phoxinus,2,29/07/2016,1
2016,2,Roach,Rutilus rutilus,15,29/07/2016,8
2016,2,Stone loach,Barbatula barbatula,2,29/07/2016,1
2016,2,Brook lamprey,Lampetra planeri,1,29/07/2016,1
2016,2,10-spined stickleback,Pungitius pungitius,1,29/07/2016,1
2016,2,3-spined stickleback,Gasterosteus aculeatus,1,29/07/2016,1
2019,2,Roach,Rutilus rutilus,4,24/07/2019,2
2019,2,Bullhead,Cottus gobio,3,24/07/2019,2
2019,2,Minnow,Phoxinus phoxinus,3,24/07/2019,2
2019,2,Brook lamprey > ammocoete,Lampetra planeri,1,24/07/2019,1
2013,2,Bullhead,Cottus gobio,6,15/04/2013,3
2013,2,Dace,Leuciscus leuciscus,11,15/04/2013,6
2013,2,Chub,Leuciscus cephalus,5,15/04/2013,3
2013,2,Roach,Rutilus rutilus,2,15/04/2013,1
2013,2,Minnow,Phoxinus phoxinus,36,15/04/2013,18
2013,2,Stone loach,Barbatula barbatula,1,15/04/2013,1
2013,2,Brown / sea trout,Salmo trutta,16,15/04/2013,8
2016,1,Roach,Rutilus rutilus,1,09/09/2016,1
2016,1,Dace,Leuciscus leuciscus,79,09/09/2016,79
2016,1,Brown / sea trout,Salmo trutta,19,09/09/2016,19
2016,1,Gudgeon,Gobio gobio,2,09/09/2016,2
2016,1,Minnow,Phoxinus phoxinus,4,09/09/2016,4
2016,1,Chub,Leuciscus cephalus,6,09/09/2016,6
2019,2,Dace,Leuciscus leuciscus,32,27/08/2019,16
2019,2,Roach,Rutilus rutilus,2,27/08/2019,1
2019,2,Perch,Perca fluviatilis,1,27/08/2019,1
2019,2,Gudgeon,Gobio gobio,3,27/08/2019,2
2019,2,Chub,Leuciscus cephalus,3,27/08/2019,2
2019,2,Brown / sea trout,Salmo trutta,5,27/08/2019,3
2013,2,Bullhead,Cottus gobio,10,11/04/2013,5
2013,2,Dace,Leuciscus leuciscus,32,11/04/2013,16
2013,2,Gudgeon,Gobio gobio,9,11/04/2013,5
2013,2,Minnow,Phoxinus phoxinus,156,11/04/2013,78
2013,2,Roach,Rutilus rutilus,124,11/04/2013,62
2013,2,Stone loach,Barbatula barbatula,22,11/04/2013,11
2013,2,Brown / sea trout,Salmo trutta,2,11/04/2013,1
2013,2,Rudd,Scardinius erythrophthalmus,1,11/04/2013,1
2013,2,10-spined stickleback,Pungitius pungitius,2,11/04/2013,1
2013,2,3-spined stickleback,Gasterosteus aculeatus,9,11/04/2013,5
2016,2,Bullhead,Cottus gobio,2,22/08/2016,1
2016,2,Gudgeon,Gobio gobio,16,22/08/2016,8
2016,2,Minnow,Phoxinus phoxinus,6,22/08/2016,3
2016,2,Roach,Rutilus rutilus,10,22/08/2016,5
2016,2,Stone loach,Barbatula barbatula,16,22/08/2016,8
2016,2,3-spined stickleback,Gasterosteus aculeatus,1,22/08/2016,1
2016,2,Brown / sea trout,Salmo trutta,5,22/08/2016,3
2019,2,Brown / sea trout,Salmo trutta,3,21/08/2019,2
2019,2,Roach,Rutilus rutilus,60,21/08/2019,30
2019,2,Dace,Leuciscus leuciscus,8,21/08/2019,4
2019,2,Gudgeon,Gobio gobio,51,21/08/2019,26
2019,2,Pike,Esox lucius,1,21/08/2019,1
2019,2,Bullhead,Cottus gobio,1,21/08/2019,1
2019,2,Minnow,Phoxinus phoxinus,3,21/08/2019,2
2019,2,Chub,Leuciscus cephalus,1,21/08/2019,1
2013,1,Roach,Rutilus rutilus,20,23/08/2013,20
2013,1,Stone loach,Barbatula barbatula,16,23/08/2013,16
2013,1,Minnow,Phoxinus phoxinus,38,23/08/2013,38
2013,1,Gudgeon,Gobio gobio,18,23/08/2013,18
2013,1,Dace,Leuciscus leuciscus,3,23/08/2013,3
2013,1,Pike,Esox lucius,1,23/08/2013,1
2013,1,3-spined stickleback,Gasterosteus aculeatus,9,23/08/2013,9
2013,1,Bullhead,Cottus gobio,6,23/08/2013,6
2013,1,Brook lamprey,Lampetra planeri,1,23/08/2013,1
2016,2,Bullhead,Cottus gobio,3,05/07/2016,2
2016,2,Minnow,Phoxinus phoxinus,28,05/07/2016,14
2016,2,3-spined stickleback,Gasterosteus aculeatus,1,05/07/2016,1
2016,2,Gudgeon,Gobio gobio,1,05/07/2016,1
2019,2,Minnow,Phoxinus phoxinus,19,31/07/2019,10
2019,2,Gudgeon,Gobio gobio,1,31/07/2019,1
2012,1,Bullhead,Cottus gobio,25,22/05/2012,25
2012,1,Stone loach,Barbatula barbatula,7,22/05/2012,7
2012,1,3-spined stickleback,Gasterosteus aculeatus,4,22/05/2012,4
2016,1,Roach,Rutilus rutilus,97,24/03/2016,97
2016,1,Dace,Leuciscus leuciscus,49,24/03/2016,49
2016,1,Chub,Leuciscus cephalus,15,24/03/2016,15
2016,1,Pike,Esox lucius,1,24/03/2016,1
2016,1,Minnow,Phoxinus phoxinus,66,24/03/2016,66
2016,1,Stone loach,Barbatula barbatula,2,24/03/2016,2
2016,1,3-spined stickleback,Gasterosteus aculeatus,14,24/03/2016,14
2016,1,Gudgeon,Gobio gobio,13,24/03/2016,13
2016,1,Perch,Perca fluviatilis,10,24/03/2016,10
2016,1,Spined loach,Cobitis taenia,5,24/03/2016,5
2016,1,Bullhead,Cottus gobio,15,24/03/2016,15
2016,1,10-spined stickleback,Pungitius pungitius,1,24/03/2016,1
2017,2,Chub,Leuciscus cephalus,4,13/09/2017,2
2017,2,Dace,Leuciscus leuciscus,17,13/09/2017,9
2017,2,Gudgeon,Gobio gobio,5,13/09/2017,3
2017,2,Perch,Perca fluviatilis,4,13/09/2017,2
2017,2,Pike,Esox lucius,1,13/09/2017,1
2017,2,3-spined stickleback,Gasterosteus aculeatus,3,13/09/2017,2
2018,2,Chub,Leuciscus cephalus,4,13/09/2018,2
2018,2,Dace,Leuciscus leuciscus,10,13/09/2018,5
2018,2,Perch,Perca fluviatilis,6,13/09/2018,3
2018,2,Gudgeon,Gobio gobio,9,13/09/2018,5
2018,2,Roach,Rutilus rutilus,16,13/09/2018,8
2018,2,Minnow,Phoxinus phoxinus,11,13/09/2018,6
2018,2,Stone loach,Barbatula barbatula,2,13/09/2018,1
2018,2,Brown / sea trout,Salmo trutta,1,13/09/2018,1
2019,2,Dace,Leuciscus leuciscus,10,13/09/2019,5
2019,2,Chub,Leuciscus cephalus,9,13/09/2019,5
2019,2,Brown / sea trout,Salmo trutta,2,13/09/2019,1
2019,2,Gudgeon,Gobio gobio,21,13/09/2019,11
2019,2,Perch,Perca fluviatilis,11,13/09/2019,6
2019,2,Roach,Rutilus rutilus,3,13/09/2019,2
2019,2,Minnow,Phoxinus phoxinus,19,13/09/2019,10
2019,2,Bullhead,Cottus gobio,5,13/09/2019,3
2019,2,Spined loach,Cobitis taenia,5,13/09/2019,3
2016,1,Minnow,Phoxinus phoxinus,59,24/03/2016,59
2016,1,Dace,Leuciscus leuciscus,9,24/03/2016,9
2016,1,Gudgeon,Gobio gobio,2,24/03/2016,2
2016,1,3-spined stickleback,Gasterosteus aculeatus,3,24/03/2016,3
2016,1,Stone loach,Barbatula barbatula,5,24/03/2016,5
2016,1,Chub,Leuciscus cephalus,4,24/03/2016,4
2016,1,Bullhead,Cottus gobio,2,24/03/2016,2
2016,1,European eels > elvers,Anguilla anguilla,1,24/03/2016,1
2016,1,Roach,Rutilus rutilus,1,24/03/2016,1
2016,1,Spined loach,Cobitis taenia,4,24/03/2016,4
2017,2,Chub,Leuciscus cephalus,4,13/09/2017,2
2017,2,Dace,Leuciscus leuciscus,68,13/09/2017,34
2017,2,Roach,Rutilus rutilus,10,13/09/2017,5
2017,2,Perch,Perca fluviatilis,16,13/09/2017,8
2017,2,Minnow,Phoxinus phoxinus,17,13/09/2017,9
2017,2,Gudgeon,Gobio gobio,52,13/09/2017,26
2017,2,European eels > elvers,Anguilla anguilla,2,13/09/2017,1
2018,2,Brown / sea trout,Salmo trutta,1,13/09/2018,1
2018,2,Chub,Leuciscus cephalus,7,13/09/2018,4
2018,2,Dace,Leuciscus leuciscus,38,13/09/2018,19
2018,2,Perch,Perca fluviatilis,14,13/09/2018,7
2018,2,Roach,Rutilus rutilus,35,13/09/2018,18
2018,2,Gudgeon,Gobio gobio,41,13/09/2018,21
2018,2,Minnow,Phoxinus phoxinus,23,13/09/2018,12
2018,2,Stone loach,Barbatula barbatula,1,13/09/2018,1
2018,2,Spined loach,Cobitis taenia,1,13/09/2018,1
2018,2,European eels > elvers,Anguilla anguilla,1,13/09/2018,1
2019,2,Chub,Leuciscus cephalus,9,13/09/2019,5
2019,2,Dace,Leuciscus leuciscus,34,13/09/2019,17
2019,2,Gudgeon,Gobio gobio,28,13/09/2019,14
2019,2,Minnow,Phoxinus phoxinus,15,13/09/2019,8
2019,2,Perch,Perca fluviatilis,5,13/09/2019,3
2019,2,Roach,Rutilus rutilus,8,13/09/2019,4
2019,2,Spined loach,Cobitis taenia,2,13/09/2019,1
2019,2,Brown / sea trout,Salmo trutta,2,13/09/2019,1
2019,2,Bullhead,Cottus gobio,4,13/09/2019,2
2019,2,European eels > elvers,Anguilla anguilla,1,13/09/2019,1
2013,2,Brown / sea trout,Salmo trutta,19,05/06/2013,10
2013,2,Bullhead,Cottus gobio,7,05/06/2013,4
2013,2,Stone loach,Barbatula barbatula,18,05/06/2013,9
2013,2,Perch,Perca fluviatilis,4,05/06/2013,2
2013,2,3-spined stickleback,Gasterosteus aculeatus,7,05/06/2013,4
2012,1,Stone loach,Barbatula barbatula,4,07/06/2012,4
2012,1,Bullhead,Cottus gobio,1,07/06/2012,1
2012,1,Gudgeon,Gobio gobio,1,07/06/2012,1
2012,1,3-spined stickleback,Gasterosteus aculeatus,10,07/06/2012,10
2014,2,Roach,Rutilus rutilus,27,03/09/2014,14
2014,2,Rudd,Scardinius erythrophthalmus,13,03/09/2014,7
2014,2,Perch,Perca fluviatilis,6,03/09/2014,3
2014,2,Common bream,Abramis brama,1,03/09/2014,1
2014,2,Pike,Esox lucius,4,03/09/2014,2
2014,2,Bitterling,Rhodeus sericeus,1,03/09/2014,1
2014,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,03/09/2014,1
2014,2,Tench,Tinca tinca,2,03/09/2014,1
2012,1,European eels > elvers,Anguilla anguilla,4,24/10/2012,4
2012,1,Pike,Esox lucius,1,23/10/2012,1
2012,1,Perch,Perca fluviatilis,2,23/10/2012,2
2012,1,Roach,Rutilus rutilus,10,24/10/2012,10
2012,1,Perch,Perca fluviatilis,5,24/10/2012,5
2012,1,Ruffe,Gymnocephalus cernuus,1,24/10/2012,1
2012,1,European eels > elvers,Anguilla anguilla,4,23/10/2012,4
2012,1,Bullhead,Cottus gobio,1,23/10/2012,1
2012,1,European eels > elvers,Anguilla anguilla,4,24/10/2012,4
2012,1,European eels > elvers,Anguilla anguilla,1,25/10/2012,1
2012,1,Gudgeon,Gobio gobio,2,25/10/2012,2
2012,1,European eels > elvers,Anguilla anguilla,1,26/10/2012,1
2012,1,3-spined stickleback,Gasterosteus aculeatus,9,26/10/2012,9
2012,1,Gudgeon,Gobio gobio,1,26/10/2012,1
2012,1,Roach,Rutilus rutilus,1,26/10/2012,1
2017,1,Chub,Leuciscus cephalus,10,06/02/2017,10
2017,1,Common bream,Abramis brama,48,06/02/2017,48
2017,1,Common carp varieties,Cyprinus carpio,43,06/02/2017,43
2017,1,Perch,Perca fluviatilis,4,06/02/2017,4
2017,1,Rudd,Scardinius erythrophthalmus,15000,06/02/2017,15000
2017,1,Barbel,Barbus barbus,1,06/02/2017,1
2014,1,Barbel,Barbus barbus,4,06/01/2014,4
2014,1,Chub,Leuciscus cephalus,38,06/01/2014,38
2014,1,Gudgeon,Gobio gobio,7,06/01/2014,7
2014,1,Perch,Perca fluviatilis,700,06/01/2014,700
2014,1,Roach,Rutilus rutilus,189,06/01/2014,189
2014,1,Common carp varieties,Cyprinus carpio,361,06/01/2014,361
2014,1,Tench,Tinca tinca,1,06/01/2014,1
2014,1,Orfe / Ide,Leuciscus idus,45,06/01/2014,45
2014,1,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,14,07/02/2014,14
2014,1,Barbel,Barbus barbus,1,07/02/2014,1
2014,1,Common bream,Abramis brama,39,07/02/2014,39
2014,1,Common carp varieties,Cyprinus carpio,92,07/02/2014,92
2014,1,Crucian carp,Carassius carassius,7,07/02/2014,7
2014,1,Perch,Perca fluviatilis,71,07/02/2014,71
2014,1,Pike,Esox lucius,19,07/02/2014,19
2014,1,Roach,Rutilus rutilus,249,07/02/2014,249
2014,1,Rudd,Scardinius erythrophthalmus,14,07/02/2014,14
2015,1,Common bream,Abramis brama,624,26/01/2015,624
2015,1,Common carp varieties,Cyprinus carpio,76,26/01/2015,76
2015,1,Perch,Perca fluviatilis,2,26/01/2015,2
2015,1,Roach,Rutilus rutilus,2516,26/01/2015,2516
2015,1,Rudd,Scardinius erythrophthalmus,24,26/01/2015,24
2014,1,Common bream,Abramis brama,9,21/01/2014,9
2014,1,Common carp varieties,Cyprinus carpio,51,21/01/2014,51
2014,1,Roach,Rutilus rutilus,5,21/01/2014,5
2014,1,Pike,Esox lucius,1,21/01/2014,1
2014,1,Tench,Tinca tinca,3,21/01/2014,3
2012,2,Brown / sea trout,Salmo trutta,15,23/03/2012,8
2012,2,Bullhead,Cottus gobio,13,23/03/2012,7
2012,2,Stone loach,Barbatula barbatula,15,23/03/2012,8
2012,2,Minnow,Phoxinus phoxinus,23,23/03/2012,12
2012,2,Gudgeon,Gobio gobio,11,23/03/2012,6
2012,2,3-spined stickleback,Gasterosteus aculeatus,1,23/03/2012,1
2012,2,Brook lamprey,Lampetra planeri,15,23/03/2012,8
2016,1,Brown / sea trout,Salmo trutta,2,19/07/2016,2
2016,1,Bullhead,Cottus gobio,1,19/07/2016,1
2016,1,Minnow,Phoxinus phoxinus,7,19/07/2016,7
2016,1,Gudgeon,Gobio gobio,17,19/07/2016,17
2016,1,Stone loach,Barbatula barbatula,6,19/07/2016,6
2016,1,Brook lamprey,Lampetra planeri,3,19/07/2016,3
2012,2,Roach,Rutilus rutilus,398,20/06/2012,199
2012,2,Perch,Perca fluviatilis,4,20/06/2012,2
2012,2,Rudd,Scardinius erythrophthalmus,1,20/06/2012,1
2012,2,Silver bream,Abramis bjoerkna,2,20/06/2012,1
2012,2,Pike,Esox lucius,5,20/06/2012,3
2012,2,Common bream,Abramis brama,5,20/06/2012,3
2012,2,Ruffe,Gymnocephalus cernuus,7,20/06/2012,4
2012,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,1,20/06/2012,1
2012,2,Tench,Tinca tinca,3,20/06/2012,2
2014,2,Roach,Rutilus rutilus,1,22/04/2014,1
2014,2,Pike,Esox lucius,2,22/04/2014,1
2014,2,Perch,Perca fluviatilis,27,22/04/2014,14
2014,2,Common bream,Abramis brama,5,22/04/2014,3
2014,2,Tench,Tinca tinca,2,22/04/2014,1
2014,2,Ruffe,Gymnocephalus cernuus,6,22/04/2014,3
2014,2,3-spined stickleback,Gasterosteus aculeatus,5,22/04/2014,3
2014,2,Zander,Sander lucioperca,3,22/04/2014,2
2017,2,Stone loach,Barbatula barbatula,1,04/04/2017,1
2017,2,Perch,Perca fluviatilis,32,04/04/2017,16
2017,2,Pike,Esox lucius,9,04/04/2017,5
2017,2,Ruffe,Gymnocephalus cernuus,10,04/04/2017,5
2017,2,Common bream,Abramis brama,4,04/04/2017,2
2017,2,Roach,Rutilus rutilus,7,04/04/2017,4
2017,2,Bitterling,Rhodeus sericeus,1,04/04/2017,1
2017,2,Bleak,Alburnus alburnus,3,04/04/2017,2
2017,2,3-spined stickleback,Gasterosteus aculeatus,9,04/04/2017,5
2017,2,Tench,Tinca tinca,1,04/04/2017,1
2012,2,Roach,Rutilus rutilus,9,02/07/2012,5
2012,2,Tench,Tinca tinca,5,02/07/2012,3
2012,2,Pike,Esox lucius,12,02/07/2012,6
2012,2,Ruffe,Gymnocephalus cernuus,2,02/07/2012,1
2012,2,European eels > elvers,Anguilla anguilla,2,02/07/2012,1
2012,2,Perch,Perca fluviatilis,5,02/07/2012,3
2014,2,Roach,Rutilus rutilus,29,15/04/2014,15
2014,2,Zander,Sander lucioperca,4,15/04/2014,2
2014,2,Common bream,Abramis brama,17,15/04/2014,9
2014,2,Perch,Perca fluviatilis,34,15/04/2014,17
2014,2,Pike,Esox lucius,4,15/04/2014,2
2014,2,3-spined stickleback,Gasterosteus aculeatus,11,15/04/2014,6
2014,2,Stone loach,Barbatula barbatula,1,15/04/2014,1
2014,2,Spined loach,Cobitis taenia,1,15/04/2014,1
2014,2,Tench,Tinca tinca,5,15/04/2014,3
2014,2,Ruffe,Gymnocephalus cernuus,2,15/04/2014,1
2014,2,Silver bream,Abramis bjoerkna,1,15/04/2014,1
2017,2,Roach,Rutilus rutilus,19,03/04/2017,10
2017,2,Pike,Esox lucius,3,03/04/2017,2
2017,2,Ruffe,Gymnocephalus cernuus,4,03/04/2017,2
2017,2,Perch,Perca fluviatilis,8,03/04/2017,4
2017,2,3-spined stickleback,Gasterosteus aculeatus,7,03/04/2017,4
2012,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,2,26/04/2012,1
2012,2,Common bream,Abramis brama,6,26/04/2012,3
2012,2,Gudgeon,Gobio gobio,1,26/04/2012,1
2012,2,Perch,Perca fluviatilis,4,26/04/2012,2
2012,2,Pike,Esox lucius,2,26/04/2012,1
2012,2,Roach,Rutilus rutilus,4,26/04/2012,2
2012,2,Rudd,Scardinius erythrophthalmus,4,26/04/2012,2
2012,2,Ruffe,Gymnocephalus cernuus,3,26/04/2012,2
2012,2,Tench,Tinca tinca,9,26/04/2012,5
2012,2,3-spined stickleback,Gasterosteus aculeatus,2,26/04/2012,1
2012,2,10-spined stickleback,Pungitius pungitius,1,26/04/2012,1
2014,2,Roach,Rutilus rutilus,44,10/04/2014,22
2014,2,Perch,Perca fluviatilis,29,10/04/2014,15
2014,2,3-spined stickleback,Gasterosteus aculeatus,6,10/04/2014,3
2014,2,Tench,Tinca tinca,6,10/04/2014,3
2014,2,Pike,Esox lucius,2,10/04/2014,1
2014,2,Ruffe,Gymnocephalus cernuus,3,10/04/2014,2
2014,2,Zander,Sander lucioperca,1,10/04/2014,1
2014,2,Bitterling,Rhodeus sericeus,1,10/04/2014,1
2014,2,Bleak,Alburnus alburnus,1,10/04/2014,1
2014,2,Gudgeon,Gobio gobio,2,10/04/2014,1
2014,2,Dace,Leuciscus leuciscus,1,10/04/2014,1
2014,2,Brook lamprey,Lampetra planeri,1,10/04/2014,1
2017,2,Roach,Rutilus rutilus,19,27/03/2017,10
2017,2,Perch,Perca fluviatilis,7,27/03/2017,4
2017,2,Pike,Esox lucius,5,27/03/2017,3
2017,2,Ruffe,Gymnocephalus cernuus,4,27/03/2017,2
2017,2,Gudgeon,Gobio gobio,2,27/03/2017,1
2017,2,Bullhead,Cottus gobio,5,27/03/2017,3
2017,2,Stone loach,Barbatula barbatula,3,27/03/2017,2
2017,2,3-spined stickleback,Gasterosteus aculeatus,8,27/03/2017,4
2017,2,10-spined stickleback,Pungitius pungitius,1,27/03/2017,1
2017,2,Tench,Tinca tinca,1,27/03/2017,1
2012,2,3-spined stickleback,Gasterosteus aculeatus,1,28/05/2012,1
2012,2,Ruffe,Gymnocephalus cernuus,1,28/05/2012,1
2012,2,Pike,Esox lucius,2,28/05/2012,1
2012,2,Common bream,Abramis brama,9,28/05/2012,5
2012,2,Perch,Perca fluviatilis,5,28/05/2012,3
2012,2,Zander,Sander lucioperca,1,28/05/2012,1
2012,2,Rudd,Scardinius erythrophthalmus,42,28/05/2012,21
2012,2,Roach,Rutilus rutilus,300,28/05/2012,150
2012,2,Bleak,Alburnus alburnus,21,28/05/2012,11
2012,2,Spined loach,Cobitis taenia,1,28/05/2012,1
2012,2,Tench,Tinca tinca,8,28/05/2012,4
2012,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,2,28/05/2012,1
2012,2,Silver bream,Abramis bjoerkna,3,28/05/2012,2
2014,2,Roach,Rutilus rutilus,189,14/04/2014,95
2014,2,Perch,Perca fluviatilis,226,14/04/2014,113
2014,2,Common bream,Abramis brama,62,14/04/2014,31
2014,2,Ruffe,Gymnocephalus cernuus,21,14/04/2014,11
2014,2,3-spined stickleback,Gasterosteus aculeatus,29,14/04/2014,15
2014,2,Tench,Tinca tinca,5,14/04/2014,3
2014,2,Pike,Esox lucius,3,14/04/2014,2
2014,2,Rudd,Scardinius erythrophthalmus,1,14/04/2014,1
2014,2,Spined loach,Cobitis taenia,2,14/04/2014,1
2014,2,Zander,Sander lucioperca,2,14/04/2014,1
2014,2,Silver bream,Abramis bjoerkna,4,14/04/2014,2
2017,2,Roach,Rutilus rutilus,7,30/03/2017,4
2017,2,Tench,Tinca tinca,1,30/03/2017,1
2017,2,Bitterling,Rhodeus sericeus,1,30/03/2017,1
2017,2,Perch,Perca fluviatilis,13,30/03/2017,7
2017,2,3-spined stickleback,Gasterosteus aculeatus,33,30/03/2017,17
2017,2,Ruffe,Gymnocephalus cernuus,2,30/03/2017,1
2017,2,Bullhead,Cottus gobio,4,30/03/2017,2
2012,2,Pike,Esox lucius,5,24/04/2012,3
2012,2,Roach,Rutilus rutilus,11,24/04/2012,6
2012,2,Perch,Perca fluviatilis,8,24/04/2012,4
2012,2,Tench,Tinca tinca,2,24/04/2012,1
2012,2,Spined loach,Cobitis taenia,1,24/04/2012,1
2012,2,Ruffe,Gymnocephalus cernuus,4,24/04/2012,2
2012,2,Bullhead,Cottus gobio,1,24/04/2012,1
2012,2,3-spined stickleback,Gasterosteus aculeatus,10,24/04/2012,5
2014,2,Roach,Rutilus rutilus,252,11/04/2014,126
2014,2,Perch,Perca fluviatilis,367,11/04/2014,184
2014,2,Common bream,Abramis brama,12,11/04/2014,6
2014,2,Gudgeon,Gobio gobio,16,11/04/2014,8
2014,2,Ruffe,Gymnocephalus cernuus,45,11/04/2014,23
2014,2,Spined loach,Cobitis taenia,1,11/04/2014,1
2014,2,Pike,Esox lucius,4,11/04/2014,2
2014,2,Tench,Tinca tinca,1,11/04/2014,1
2014,2,Zander,Sander lucioperca,3,11/04/2014,2
2014,2,Bleak,Alburnus alburnus,34,11/04/2014,17
2014,2,Rudd,Scardinius erythrophthalmus,1,11/04/2014,1
2014,2,Silver bream,Abramis bjoerkna,2,11/04/2014,1
2014,2,3-spined stickleback,Gasterosteus aculeatus,14,11/04/2014,7
2017,2,Pike,Esox lucius,2,29/03/2017,1
2017,2,Ruffe,Gymnocephalus cernuus,4,29/03/2017,2
2017,2,Perch,Perca fluviatilis,11,29/03/2017,6
2017,2,Tench,Tinca tinca,2,29/03/2017,1
2017,2,Roach,Rutilus rutilus,5,29/03/2017,3
2017,2,3-spined stickleback,Gasterosteus aculeatus,15,29/03/2017,8
2017,2,Gudgeon,Gobio gobio,1,29/03/2017,1
2017,2,Spined loach,Cobitis taenia,1,29/03/2017,1
2015,2,Roach,Rutilus rutilus,5,07/10/2015,3
2015,2,Perch,Perca fluviatilis,1,07/10/2015,1
2015,2,3-spined stickleback,Gasterosteus aculeatus,1,07/10/2015,1
2015,2,Rudd,Scardinius erythrophthalmus,2,07/10/2015,1
2015,2,Tench,Tinca tinca,2,07/10/2015,1
2015,2,Common bream,Abramis brama,1,07/10/2015,1
2017,2,Roach x common bream hybrid,Rutilus rutilus x Abramis brama,4,02/10/2017,2
2017,2,Common bream,Abramis brama,32,02/10/2017,16
2017,2,Perch,Perca fluviatilis,111,02/10/2017,56
2017,2,Roach,Rutilus rutilus,258,02/10/2017,129
2017,2,Rudd,Scardinius erythrophthalmus,6,02/10/2017,3
2017,2,Silver bream,Abramis bjoerkna,4,02/10/2017,2
2017,2,Spined loach,Cobitis taenia,1,02/10/2017,1
2017,2,Tench,Tinca tinca,1,02/10/2017,1
2017,2,Ruffe,Gymnocephalus cernuus,48,02/10/2017,24
2017,2,Bitterling,Rhodeus sericeus,11,02/10/2017,6
2017,2,Zander,Sander lucioperca,20,02/10/2017,10
2017,2,10-spined stickleback,Pungitius pungitius,1,02/10/2017,1
2017,2,Pike,Esox lucius,3,02/10/2017,2
2015,2,Pike,Esox lucius,3,08/10/2015,2
